personLabel,occupationLabel,birthdate,deathdate,nationalityLabel,awardLabel
Iryna Spirydonova,physicist,1938-09-12T00:00:00Z,2013-07-18T00:00:00Z,Soviet Union,"Medal ""Veteran of Labour"""
Irina Goldberg,botanist,1973-01-01T00:00:00Z,,Russia,
Yvette d'Entremont,chemist,,,,
Illa Martin,botanist,1900-02-25T00:00:00Z,1988-08-06T00:00:00Z,Germany,Cross of the Order of Merit of the Federal Republic of Germany
Katherine B. Hoffman,chemist,1914-08-01T00:00:00Z,2020-07-18T00:00:00Z,United States of America,doctor honoris causa
Agnes Berger,mathematician,1916-01-01T00:00:00Z,2002-03-27T00:00:00Z,Hungary,
Maria de Lourdes Pintasilgo,engineer,1930-01-18T00:00:00Z,2004-07-10T00:00:00Z,Portugal,Grand Cross of the Order of Liberty
Mary Gordon,physician,1861-08-15T00:00:00Z,1941-05-05T00:00:00Z,United Kingdom,
Osnat Levtzion-Korach,physician,1968-02-22T00:00:00Z,,Israel,
Isis Pogson,astronomer,1852-09-28T00:00:00Z,1945-05-14T00:00:00Z,United Kingdom of Great Britain and Ireland,
Louise Dolan,physicist,1950-04-05T00:00:00Z,,United States of America,Fellow of the American Physical Society
Anu Kantele-Häkkinen,physician,1962-01-01T00:00:00Z,,Finland,
Sierra Jackson,engineer,1992-01-01T00:00:00Z,,United States of America,
Anneliese Schnell,astronomer,1941-12-19T00:00:00Z,2015-07-14T00:00:00Z,Austria,
Nadezhda Akzhigitova,botanist,1928-01-01T00:00:00Z,,Soviet Union,
Lydia Manley Henry,physician,1891-06-30T00:00:00Z,1985-03-27T00:00:00Z,,
Q56246283,physicist,1927-05-25T00:00:00Z,,,
Nalini Joshi,mathematician,1950-01-01T00:00:00Z,,Australia,Fellow of the Royal Society of New South Wales
Susan Landau,mathematician,1954-06-03T00:00:00Z,,United States of America,John Simon Guggenheim Memorial Foundation Fellowship
Jadwiga Siemińska,botanist,1922-01-01T00:00:00Z,2018-08-31T00:00:00Z,Poland,Order of Polonia Restituta
Anna Hammermann,physician,1907-03-07T00:00:00Z,1994-11-01T00:00:00Z,Austria-Hungary,
Ana Caraiani,mathematician,2000-01-01T00:00:00Z,,Romania,Whitehead Prize
Irina Beletskaya,chemist,1933-03-10T00:00:00Z,,Soviet Union,Mikhail Lomonosov Award
Kesara Margrét Anamthawat-Jónsson,botanist,,,,
Wei Yang,biologist,1963-01-01T00:00:00Z,,,AAAS Fellow
Sofia Feltzing,astronomer,1965-06-26T00:00:00Z,,Sweden,
Anita Canavarro Benite,chemist,,,,
Carolyn S. Gordon,mathematician,1950-12-26T00:00:00Z,,United States of America,AAAS Fellow
Linda Petzold,computer scientist,1954-01-01T00:00:00Z,,United States of America,Sofia Kovalevsky Lecture
Gretchen Berland,physician,1901-01-01T00:00:00Z,,United States of America,MacArthur Fellows Program
Maryam Mirzakhani,mathematician,1977-05-12T00:00:00Z,2017-07-14T00:00:00Z,Iran,Fields medal
Alma Sundquist,physician,1872-03-23T00:00:00Z,1940-01-07T00:00:00Z,Sweden,
Rosalyn Sussman Yalow,physician,1921-07-19T00:00:00Z,2011-05-30T00:00:00Z,United States of America,Gairdner Foundation International Award
Q55708147,physicist,1900-07-01T00:00:00Z,1983-10-30T00:00:00Z,,
Nancy Makri,chemist,1962-09-05T00:00:00Z,,Greece,Agnes Fay Morgan Research Award
Rosalyn Sussman Yalow,physicist,1921-07-19T00:00:00Z,2011-05-30T00:00:00Z,United States of America,Gairdner Foundation International Award
Charlotte Barnum,mathematician,1860-05-17T00:00:00Z,1934-03-27T00:00:00Z,United States of America,
Emma Previato,mathematician,1952-01-01T00:00:00Z,,United States of America,Fellow of the American Mathematical Society
Stella Baruk,mathematician,1932-01-01T00:00:00Z,,France,Officer of the Legion of Honour
Ana María Cuervo,biologist,1966-07-14T00:00:00Z,,Spain,
Rita Orji,computer scientist,,,Nigeria,
Jyoti Pandya,physician,,,India,
Klari Szarvas,engineer,1911-05-12T00:00:00Z,2007-01-12T00:00:00Z,Hungary,
Melissa Franklin,physicist,1956-09-30T00:00:00Z,,,Fellow of the American Physical Society
My Hang V. Huynh,chemist,1962-01-01T00:00:00Z,,United States of America,MacArthur Fellows Program
Rowan Hillson,physician,1951-01-01T00:00:00Z,,,Fellow of the Royal College of Physicians
Maja Pantic,computer scientist,1970-04-13T00:00:00Z,,,IEEE Fellow
Magda Chanco,botanist,1941-01-01T00:00:00Z,,Peru,
Barbara Hohn,chemist,1939-09-15T00:00:00Z,,Austria,Foreign Member of the Royal Society
Wendy Kellogg,computer scientist,2000-01-01T00:00:00Z,,United States of America,ACM Fellow
Hanne Thürmer,physician,1960-09-06T00:00:00Z,,Norway,
Jo Ivey Boufford,physician,1945-01-01T00:00:00Z,,,Fellow of the New York Academy of Medicine
Miriam Rothschild,biologist,1908-08-05T00:00:00Z,2005-01-20T00:00:00Z,United Kingdom,Fellow of the American Academy of Arts and Sciences
Ailsa E. Holland,botanist,,,,
Inggit Pudji Astuti,botanist,,,,
Janelle M. Burke,botanist,,,,
Janice G. Saunders,botanist,,,,
Katharine G. Pearce,botanist,,,,
Khatere Emadzade,botanist,,,,
Lakshmi Attigala,botanist,,,,
Ledis Regalado,botanist,,,,
Lucille E. Kopp,botanist,,,,
María A. Negritto,botanist,,,,
Marina N. Rabarimanarivo,botanist,,,,
Martha González Elizondo,botanist,,,,
Myriam Carolina Peichoto,botanist,,,,
N.V. Schegoleva,botanist,,,,
Nidia Cuello,botanist,,,,
Petra De Block,botanist,,,,
Sabine Hennequin,botanist,,,,
Siti Sunarti,botanist,,,,
Vandana Shiva,physicist,1952-11-05T00:00:00Z,,India,Honorary doctorate from University of Toronto
Yeorjia Tourassi,physicist,,,Greece,Fellow of the SPIE
Carolyn Wilson Harris,botanist,1849-12-08T00:00:00Z,1910-05-03T00:00:00Z,United States of America,
Ekaterina Feoktistova,physicist,1915-03-18T00:00:00Z,1987-01-05T00:00:00Z,,Council of Ministers of the Soviet Union Prize
Marie A. Vitulli,mathematician,1949-11-19T00:00:00Z,,United States of America,Fellow of the Association for Women in Mathematics
Q60663916,physician,1900-09-22T00:00:00Z,1983-01-01T00:00:00Z,Bulgaria,
Rosa Efimovna Levina,botanist,1908-01-01T00:00:00Z,1987-01-01T00:00:00Z,Russian Empire,Order of the Badge of Honour
Elsie Eleanor Verity,engineer,1894-08-14T00:00:00Z,1971-01-01T00:00:00Z,,
Ruth Charney,mathematician,1950-01-01T00:00:00Z,,United States of America,Fellow of the American Mathematical Society
Andrea M. Ghez,astronomer,1965-06-16T00:00:00Z,,United States of America,Annie Jump Cannon Award in Astronomy
Greta Woxén,engineer,1902-07-12T00:00:00Z,1993-05-09T00:00:00Z,Sweden,
Eleanor Vadala,chemist,1923-09-08T00:00:00Z,,United States of America,
Ana Paula Fortuna-Perez,botanist,,,,
Ana Sobral,botanist,,,,
Gemma Godfrey,physicist,,,,BBC 100 Women
Taisiya Sergeevna Osintseva,physician,1923-10-09T00:00:00Z,2008-11-17T00:00:00Z,Soviet Union,Merited Scientist of the Russian Federation
Jill Adler,mathematician,1951-01-31T00:00:00Z,,South Africa,Hans Freudenthal Award
Fəzilə Səmədova,chemist,1929-03-29T00:00:00Z,2020-01-08T00:00:00Z,Azerbaijan,"Medal ""For Distinguished Labour"""
Janet Akyüz Mattei,astronomer,1943-01-02T00:00:00Z,2004-03-22T00:00:00Z,Turkey,Jackson-Gwilt Medal
Diana Budisavljević,physician,1891-01-15T00:00:00Z,1978-08-20T00:00:00Z,Austria-Hungary,
Lidia Stăniloae,physicist,1933-10-08T00:00:00Z,2017-02-17T00:00:00Z,Romania,
Doris Kuhlmann-Wilsdorf,engineer,1922-02-15T00:00:00Z,2010-03-25T00:00:00Z,Germany,Fellow of the American Physical Society
Danica Avsec,physician,1956-01-01T00:00:00Z,,Socialist Federal Republic of Yugoslavia,
Rita Guibert,chemist,1916-12-05T00:00:00Z,2007-12-05T00:00:00Z,United States of America,
Alessandra Buonanno,physicist,1993-01-01T00:00:00Z,,United States of America,Fellow of the American Physical Society
Gertrude B. Elion,biologist,1918-01-23T00:00:00Z,1999-02-21T00:00:00Z,United States of America,National Inventors Hall of Fame
Mina Bissell,biologist,1940-01-01T00:00:00Z,,Iran,Gairdner Foundation International Award
Elizabeth Coleman White,botanist,1871-10-05T00:00:00Z,1954-11-11T00:00:00Z,United States of America,
Louise du Pierry,astronomer,1746-01-01T00:00:00Z,1830-02-27T00:00:00Z,France,
Frances Harshbarger,mathematician,1902-08-16T00:00:00Z,1987-02-11T00:00:00Z,,
Alexandra Stolzing,biologist,,,,
Karen S. Renzaglia,botanist,1953-01-01T00:00:00Z,,United States of America,
Judith Klavans,computer scientist,1946-11-07T00:00:00Z,,United States of America,
Amanda Howe,physician,,,United Kingdom,Fellow of the Royal College of General Practitioners
Margaret Grimshaw,mathematician,1905-01-17T00:00:00Z,1990-01-01T00:00:00Z,,
Aleksandra Kornhauser Frazer,chemist,1926-09-26T00:00:00Z,2020-05-17T00:00:00Z,Yugoslavia,Order of Freedom
Veronique Dehant,astronomer,1959-07-24T00:00:00Z,,Belgium,Commander of the Order of Leopold II
Mina Bissell,biologist,1940-01-01T00:00:00Z,,Iran,John Simon Guggenheim Memorial Foundation Fellowship
Sue Gibson,chemist,1960-03-01T00:00:00Z,,,Rosalind Franklin Award
Mina Bissell,biologist,1940-01-01T00:00:00Z,,Iran,Ernest Orlando Lawrence Award
Carolyn Bertozzi,chemist,1966-10-10T00:00:00Z,,United States of America,ACS Award in Pure Chemistry
Helen Vandervort Smith,botanist,1909-01-01T00:00:00Z,1995-01-01T00:00:00Z,,
Claire Wainwright,physician,,,Australia,Fellow of the Australian Academy of Health and Medical Sciences
Naomi Leonard,engineer,,,,MacArthur Fellows Program
Elizabeth Blackburn,biologist,1948-11-26T00:00:00Z,,United States of America,Albert Lasker Award for Basic Medical Research
Kathrin Bringmann,mathematician,1977-05-08T00:00:00Z,,Germany,Alfried Krupp Award for Young University Teachers
Iqbal Mahmoud Al Assad,physician,1993-02-02T00:00:00Z,,Lebanon,
Florence Woolward,botanist,1854-01-01T00:00:00Z,1936-01-03T00:00:00Z,United Kingdom,
Dow Vauter Baxter,botanist,1898-01-01T00:00:00Z,1965-01-01T00:00:00Z,United States of America,
Alfhild Jensen Gislefoss,physician,1918-05-02T00:00:00Z,2010-10-31T00:00:00Z,,
Q42428743,physician,1903-01-01T00:00:00Z,1981-03-08T00:00:00Z,,"Medal ""Veteran of Labour"""
Araxie Babayan,chemist,1906-05-05T00:00:00Z,1993-02-13T00:00:00Z,Russian Empire,Deserved scientist of ArmSSR
Barbara Liskov,computer scientist,1939-11-07T00:00:00Z,,United States of America,honorary doctor of the University Polytechnic of Catalonia
An Capoen,physician,1982-09-20T00:00:00Z,,Belgium,
Saleni Armstrong-Hopkins,physician,1855-01-21T00:00:00Z,,,
Magda Campins Martí,physician,,,,
Betty Molesworth,botanist,1913-07-21T00:00:00Z,2002-10-11T00:00:00Z,New Zealand,Linnean Medal
Berta Bergman,physician,1892-01-01T00:00:00Z,1945-01-01T00:00:00Z,Yugoslavia,
Martha E. Pollack,computer scientist,1958-08-27T00:00:00Z,,United States of America,ACM Fellow
Teresa Wiszniowska,biologist,1942-01-28T00:00:00Z,2006-01-14T00:00:00Z,Poland,
Cynthia Larive,chemist,,,,AAAS Fellow
Keren Elazari,computer scientist,1980-01-01T00:00:00Z,,Israel,
Grace Hopper,computer scientist,1906-12-09T00:00:00Z,1992-01-01T00:00:00Z,United States of America,Defense Distinguished Service Medal
María Teresa Estrach i Panella,physician,1950-09-04T00:00:00Z,,Spain,
Harriet B. Jones,physician,1856-06-03T00:00:00Z,1943-01-01T00:00:00Z,United States of America,
Maria Artini,engineer,1894-01-01T00:00:00Z,1951-08-02T00:00:00Z,Kingdom of Italy,
Anna Yelskaya,biologist,1940-10-15T00:00:00Z,,Ukraine,"Medal ""In Commemoration of the 1500th Anniversary of Kiev"""
Astrid Cleve,biologist,1875-01-22T00:00:00Z,1968-04-08T00:00:00Z,Sweden,
Ursula Katharine Duncan,botanist,1910-09-17T00:00:00Z,1985-01-27T00:00:00Z,United Kingdom of Great Britain and Ireland,Fellow of the Linnean Society of London
Ana Cannas da Silva,mathematician,1968-01-01T00:00:00Z,,Portugal,
Q12758762,biologist,1953-05-26T00:00:00Z,,,
Margaret Burbidge,astronomer,1919-08-12T00:00:00Z,2020-04-05T00:00:00Z,United States of America,Gold Medal of the Royal Astronomical Society
Olga Bondareva,mathematician,1937-04-27T00:00:00Z,1991-12-09T00:00:00Z,Soviet Union,
Frances Kirwan,mathematician,1959-08-21T00:00:00Z,,United Kingdom,Senior Whitehead Prize
Aime Mäemets,botanist,1930-09-29T00:00:00Z,1996-07-17T00:00:00Z,Estonia,
Sheila Sherlock,physician,1918-03-31T00:00:00Z,2001-01-01T00:00:00Z,United Kingdom,Fellow of the Royal Society
Özlem Çetin,botanist,,,,
Hana Librová,biologist,1943-11-26T00:00:00Z,,Czech Republic,Silver medal of the Masaryk University
Mie Branders,physician,1964-03-09T00:00:00Z,,Belgium,
Melinda H. Keefe,chemist,2000-01-01T00:00:00Z,,United States of America,Gordon E. Moore Medal
Shatha Ali al-Tai,biologist,,,Iraq,
Sharon Matola,biologist,1954-06-03T00:00:00Z,,Belize,
Sharon Matola,biologist,1954-06-03T00:00:00Z,,United States of America,
Maryna Viazovska,mathematician,1984-12-01T00:00:00Z,,Ukraine,Salem Prize
Frances Cave-Browne-Cave,mathematician,1876-02-21T00:00:00Z,1965-03-30T00:00:00Z,United Kingdom,
Yuliya Kuzmenko,physician,1979-11-05T00:00:00Z,,Ukraine,
Q4516721,physician,1923-02-07T00:00:00Z,2012-01-08T00:00:00Z,Russia,"Medal ""For the Defence of Leningrad"""
Miriam Rothschild,biologist,1908-08-05T00:00:00Z,2005-01-20T00:00:00Z,United Kingdom,H. H. Bloomer Award
Felicity Okpete Ovai,engineer,1961-01-01T00:00:00Z,,Nigeria,
Hajar Abulfazl,physician,1993-01-01T00:00:00Z,,Afghanistan,
Catherine E. Delahodde,astronomer,1974-01-01T00:00:00Z,,France,
Lia Kamalyan,physician,1929-09-10T00:00:00Z,2005-07-21T00:00:00Z,,
Angela Merkel,physicist,1954-07-17T00:00:00Z,,Germany,honorary doctor of the Leipzig University
Florence Blenkiron,engineer,1904-04-24T00:00:00Z,1991-03-04T00:00:00Z,,
Susan Landau,computer scientist,1954-06-03T00:00:00Z,,United States of America,AAAS Fellow
Anna Chrtková,botanist,1930-11-10T00:00:00Z,2010-01-01T00:00:00Z,,
Türkan Saylan,physician,1935-12-13T00:00:00Z,2009-05-18T00:00:00Z,Turkey,
Shahinaz Abdel Salam,computer scientist,1979-01-01T00:00:00Z,,Egypt,
Kirsten Auken,physician,1913-06-25T00:00:00Z,1968-01-21T00:00:00Z,Denmark,
Margaret Burbidge,astronomer,1919-08-12T00:00:00Z,2020-04-05T00:00:00Z,United States of America,Albert Einstein World Award of Science
Q11622991,botanist,1944-01-01T00:00:00Z,,,
Gerty Cori,chemist,1896-08-15T00:00:00Z,1957-10-26T00:00:00Z,United States of America,Nobel Prize in Physiology or Medicine
Elaine M. McGraw,computer scientist,,,,
Liliana Borcea,mathematician,,,United States of America,Fellow of the Society for Industrial and Applied Mathematics
Bird Margaret Turner,mathematician,1877-04-18T00:00:00Z,1962-09-05T00:00:00Z,United States of America,
Sallie W. Chisholm,biologist,1947-11-05T00:00:00Z,,United States of America,A.G. Huntsman Award for Excellence in the Marine Sciences
Annica Dahlström,physician,1941-01-01T00:00:00Z,,Sweden,
Sabine Gabrysch,physician,1976-01-01T00:00:00Z,,,
Margaret Burbidge,astronomer,1919-08-12T00:00:00Z,2020-04-05T00:00:00Z,United States of America,Helen B. Warner Prize for Astronomy
Chien-Shiung Wu,physicist,1912-05-31T00:00:00Z,1997-02-16T00:00:00Z,United States of America,Wolf Prize in Physics
Ruth Kiew,botanist,1946-01-01T00:00:00Z,,England,
Ursula von der Leyen,physician,1958-10-08T00:00:00Z,,Germany,Order for Merits to Lithuania
Q12579295,physicist,1944-03-25T00:00:00Z,,,
Q28495852,chemist,1910-06-23T00:00:00Z,1984-01-01T00:00:00Z,Russian Empire,Merited Engineering Scientist of the RSFSR
Dominique Meyer,biologist,1939-10-05T00:00:00Z,,France,Grand Officer of the Legion of Honour
Helen G. Grundman,mathematician,,,United States of America,Fellow of the Association for Women in Mathematics
Terezie Mandáková,botanist,,,,
Bożena Raszeja-Wanic,physician,1927-01-01T00:00:00Z,2019-03-01T00:00:00Z,Poland,
Vera Nikolaevna Maslennikova,mathematician,1926-04-29T00:00:00Z,2000-08-14T00:00:00Z,Russia,USSR State Prize
Jacqueline Zadoc-Kahn Eisenmann,physicist,1904-01-13T00:00:00Z,1998-05-15T00:00:00Z,,
Graciela Boente,mathematician,,,,Fellow of the Institute of Mathematical Statistics
Raman Parimala,mathematician,1948-11-21T00:00:00Z,,India,Shanti Swarup Bhatnagar Prize for Science and Technology
Fatimata Seye Sylla,computer scientist,1950-01-01T00:00:00Z,,Senegal,
Elizabeth Blackburn,biologist,1948-11-26T00:00:00Z,,United States of America,Fellow of the Royal Society
Jerusha Jhirad,physician,1891-03-21T00:00:00Z,1984-06-02T00:00:00Z,,Padma Shri in medicine
Susana Marcos Celestino,physicist,1970-01-01T00:00:00Z,,Spain,Premio Rey Jaime I a las Nuevas Tecnologías
Anne Bredon,mathematician,1930-09-07T00:00:00Z,2019-11-09T00:00:00Z,United States of America,
Bonnie Berger,computer scientist,2000-01-01T00:00:00Z,,United States of America,ISCB Senior Scientist Award
Pilar Bayer i Isant,mathematician,1946-02-13T00:00:00Z,,Spain,Medalla Narcís Monturiol
Elizabeth Alice Flint,botanist,1909-05-26T00:00:00Z,2011-12-07T00:00:00Z,United Kingdom,New Zealand 1990 Commemoration Medal
Segenet Kelemu,botanist,1957-01-01T00:00:00Z,,Ethiopia,Friendship Award
Bernardo Quintana Arrioja,engineer,1919-10-29T00:00:00Z,1984-08-12T00:00:00Z,Mexico,
Rita Ḳogan,engineer,1976-01-01T00:00:00Z,,Israel,
Q19909209,physicist,1908-09-17T00:00:00Z,1983-07-27T00:00:00Z,Soviet Union,Order of Lenin
Lise Meitner,physicist,1878-11-07T00:00:00Z,1968-10-27T00:00:00Z,Austria,City of Vienna Prize for science
Grace Reksten Skaugen,physicist,1953-11-11T00:00:00Z,,Norway,
Gayane Hayrapetyan,physician,1972-01-27T00:00:00Z,,,
Della Bell,mathematician,,,,
Mina Bissell,biologist,1940-01-01T00:00:00Z,,United States of America,E. B. Wilson Medal
Monica Stephens,mathematician,,,,
Wanda Patterson,mathematician,,,,
Mateja Kožuh-Novak,physician,1943-03-26T00:00:00Z,,Slovenia,Boris Kidrič Fund award
María Manzano Arjona,mathematician,1950-01-01T00:00:00Z,,Spain,
Jenny Darja Vinko,physicist,,,,
Božena Valužienė,chemist,1939-02-17T00:00:00Z,,Lithuania,
Tandy Warnow,computer scientist,1955-09-28T00:00:00Z,,United States of America,John Simon Guggenheim Memorial Foundation Fellowship
Chryssa Kouveliotou,astronomer,1956-01-01T00:00:00Z,,Greece,Fellow of the American Physical Society
Adriana Nica,physician,1977-11-19T00:00:00Z,,Romania,
Elizabeth Tollet,mathematician,1694-01-01T00:00:00Z,1754-02-01T00:00:00Z,Great Britain,
Dora Jacobsohn,physician,1908-03-01T00:00:00Z,1983-10-31T00:00:00Z,Sweden,Q99141532
Lenka Šejnohová,biologist,1979-09-10T00:00:00Z,,,
E. I. Barulina,botanist,1896-01-01T00:00:00Z,1957-01-01T00:00:00Z,Russian Republic,
Terri Attwood,computer scientist,1959-11-20T00:00:00Z,,United Kingdom,Royal Society University Research Fellowship
Marguerite Steiger,chemist,1909-04-12T00:00:00Z,1990-12-10T00:00:00Z,Switzerland,
Patricia A. Thiel,chemist,1953-01-01T00:00:00Z,2020-09-07T00:00:00Z,,Fellow of the Materials Research Society
Zinaida Trofimovna Artjushenko,botanist,1916-10-17T00:00:00Z,2003-10-20T00:00:00Z,Russian Empire,"Medal ""For Valiant Labour in the Great Patriotic War 1941–1945"""
Jocelyn Bell Burnell,physicist,1943-07-15T00:00:00Z,,United Kingdom,honorary doctor of the Willamette University
Erika Post,botanist,,,,
Mai Thi Nguyen-Kim,chemist,1987-08-07T00:00:00Z,,Germany,Grimme Online Award
Rita Elissaiou Komodiki,physician,t2042486264,,Cyprus,
Hedda Andersson,physician,1861-04-24T00:00:00Z,1950-09-07T00:00:00Z,Sweden,
Fiona Powrie,chemist,1963-01-01T00:00:00Z,,,Fellow of the Royal Society
Laura Iglesias Romero,physicist,1926-01-01T00:00:00Z,,Spain,
Lyudmila Kravets,physician,1923-02-07T00:00:00Z,2015-05-23T00:00:00Z,,"Jubilee Medal ""70 Years of the Armed Forces of the USSR"""
Kathryn Grove Shipp,chemist,1904-01-01T00:00:00Z,1977-10-14T00:00:00Z,,
Anna Yelskaya,biologist,1940-10-15T00:00:00Z,,Ukraine,State Prize of Ukraine in Science and Technology
Rosemary Peyton Biggs,botanist,1912-01-01T00:00:00Z,2001-06-29T00:00:00Z,United Kingdom,Fellow of the Royal College of Physicians
Katherine Pollard,biologist,,,,ISCB Fellow
Maika Voigt,chemist,1963-04-17T00:00:00Z,,Germany,
Julianne Dalcanton,astronomer,1968-01-29T00:00:00Z,,United States of America,Beatrice M. Tinsley Prize
Gerty Cori,chemist,1896-08-15T00:00:00Z,1957-10-26T00:00:00Z,United States of America,Albert Lasker Award for Basic Medical Research
Kaye Stacey,mathematician,1948-01-01T00:00:00Z,,,
Zena Tooze,biologist,1955-05-03T00:00:00Z,,Nigeria,Whitley Awards
Sue Black,engineer,1962-01-01T00:00:00Z,,United Kingdom,Anita Borg Institute Women of Vision Awards
Sibylle Günter,physicist,1964-04-20T00:00:00Z,,German Democratic Republic,Cross of the Order of Merit of the Federal Republic of Germany
Wendy C. Hodgson,botanist,,,,
Noémi Gaskó,computer scientist,1984-07-29T00:00:00Z,,,
Urška Bačovnik Janša,physician,1978-09-03T00:00:00Z,,Socialist Federal Republic of Yugoslavia,
Rachel C. Thomson,engineer,1950-01-01T00:00:00Z,,United Kingdom,Fellow of the Royal Academy of Engineering
Beata Messyasz,biologist,1950-01-01T00:00:00Z,,Poland,
Anna Elizabeth Brueckner,botanist,1920-01-01T00:00:00Z,,,
